Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,Month
2017-12-01 02:50:00,18.01,65.82,0.083,0.033,0.189,21888.97338,16591.59251,9530.852341,12
2017-12-01 03:00:00,17.83,65.85,0.085,0.022,0.148,21736.88213,16396.44063,9478.991597,12
2017-12-01 03:10:00,17.71,66.45,0.081,0.026,0.122,21742.96578,16322.7984,9444.417767,12
2017-12-01 03:20:00,17.6,68.56,0.079,0.055,0.167,21682.12928,16204.97085,9478.991597,12
2017-12-01 03:30:00,17.41,69.56,0.079,0.033,0.152,21627.37643,16193.92452,9415.606242,12
2017-12-01 03:40:00,17.48,68.66,0.078,0.051,0.208,21542.20532,16208.65296,9421.368547,12
2017-12-01 03:50:00,17.61,66.79,0.079,0.048,0.141,21584.79087,16013.50107,9415.606242,12
2017-12-01 04:00:00,17.85,65.49,0.081,0.051,0.1,21572.62357,16035.59374,9455.942377,12
2017-12-01 04:10:00,18.12,61.45,0.082,0.055,0.156,21499.61977,16054.0043,9473.229292,12
2017-12-01 04:20:00,17.84,64.91,0.078,0.059,0.148,21572.62357,16035.59374,9473.229292,12
2017-12-01 04:30:00,17.7,64.41,0.08,0.062,0.141,21457.03422,16094.50752,9525.090036,12
2017-12-01 04:40:00,17.74,64.18,0.077,0.051,0.122,21420.53232,16149.73918,9386.794718,12
2017-12-01 04:50:00,17.55,65.45,0.076,0.029,0.148,21450.95057,16274.93096,9438.655462,12
2017-12-01 05:00:00,17.5,66.51,0.079,0.044,0.174,21390.11407,16245.47407,9461.704682,12
2017-12-01 05:10:00,17.37,68.52,0.079,0.055,0.152,21292.77567,16285.97729,9473.229292,12
2017-12-01 05:20:00,17.19,73.6,0.078,0.044,0.171,21402.28137,16311.75207,9484.753902,12
2017-12-01 05:30:00,16.77,75.9,0.081,0.044,0.185,21621.29278,16540.04296,9778.631453,12
2017-12-01 05:40:00,16.43,76.5,0.079,0.055,0.126,22180.98859,17103.40595,9790.156062,12
2017-12-01 05:50:00,16.26,77.3,0.082,0.018,0.174,21828.13688,16886.1614,9715.246098,12
2017-12-01 06:00:00,16.14,78.0,0.076,0.059,0.141,21809.88593,16746.24118,9496.278511,12
2017-12-01 06:10:00,15.94,79.6,0.081,0.055,0.133,22156.65399,16646.82418,9300.360144,12
2017-12-01 06:20:00,15.7,79.7,0.077,0.033,0.163,21815.96958,16359.61952,9058.343337,12
2017-12-01 06:30:00,15.6,79.6,0.08,0.04,0.133,21298.85932,15799.93863,8706.842737,12
2017-12-01 06:40:00,15.6,78.8,0.079,0.048,0.133,20234.22053,14993.55631,8268.907563,12
2017-12-01 06:50:00,15.69,78.5,0.08,0.033,0.171,19023.57414,14367.59742,7640.816327,12
2017-12-01 07:00:00,15.61,78.0,0.076,0.048,0.163,18476.04563,13855.78398,6626.65066,12
2017-12-01 07:10:00,15.51,77.9,0.078,0.026,0.189,18190.11407,13075.17643,6257.863145,12
2017-12-01 07:20:00,15.48,77.8,0.077,0.044,0.174,18269.20152,12891.07088,6200.240096,12
2017-12-01 07:30:00,15.49,77.7,0.081,0.07,0.148,18561.21673,12916.84566,6211.764706,12
2017-12-01 07:40:00,15.53,77.5,0.082,0.051,0.178,18871.48289,13229.8251,6355.822329,12
2017-12-01 07:50:00,15.44,78.0,0.081,0.282,0.363,18938.40304,13458.11599,6390.396158,12
2017-12-01 08:00:00,15.45,77.9,0.083,1.624,1.65,19339.92395,13723.22798,6522.929172,12
2017-12-01 08:10:00,15.39,78.0,0.077,4.939,4.905,19850.95057,14157.71709,6638.17527,12
2017-12-01 08:20:00,15.41,77.8,0.081,15.56,14.72,20094.29658,14617.98098,6649.69988,12
2017-12-01 08:30:00,15.46,76.5,0.079,36.77,33.05,20647.90875,14894.13931,6620.888355,12
2017-12-01 08:40:00,15.61,76.1,0.083,77.0,67.06,20921.673,15475.91286,6678.511405,12
2017-12-01 08:50:00,15.7,75.3,0.08,92.1,71.7,21280.60837,15950.90519,6828.331333,12
2017-12-01 09:00:00,15.56,75.6,0.082,98.7,61.71,21822.05323,16337.52685,7001.20048,12
2017-12-01 09:10:00,15.63,75.1,0.083,128.4,60.09,22485.1711,16952.4394,7202.881152,12
2017-12-01 09:20:00,15.82,75.0,0.081,180.7,80.1,22929.27757,17335.37895,7369.987995,12
2017-12-01 09:30:00,15.99,73.7,0.082,178.1,76.6,23714.06844,17924.51672,7565.906363,12
2017-12-01 09:40:00,16.06,73.5,0.084,194.8,78.7,24602.28137,18138.07917,7692.677071,12
2017-12-01 09:50:00,16.28,73.1,0.081,237.0,71.5,25253.23194,18535.74716,7859.783914,12
2017-12-01 10:00:00,16.37,72.7,0.08,263.9,66.82,25739.92395,19062.28905,8136.37455,12
2017-12-01 10:10:00,16.5,73.3,0.084,291.1,68.45,25819.01141,19566.73826,8245.858343,12
2017-12-01 10:20:00,16.65,73.4,0.082,316.1,70.2,26092.77567,20001.22737,8355.342137,12
2017-12-01 10:30:00,16.78,71.8,0.078,333.2,69.62,26494.29658,20100.64437,8476.35054,12
2017-12-01 10:40:00,17.03,70.9,0.083,382.2,91.0,26877.56654,20303.16048,8626.170468,12
2017-12-01 10:50:00,17.54,67.62,0.079,466.4,153.8,27084.41065,20671.37159,8752.941176,12
2017-12-01 11:00:00,17.76,67.22,0.083,506.1,174.2,27437.26236,20958.57625,8781.752701,12
2017-12-01 11:10:00,17.79,67.28,0.084,500.9,161.8,27808.36502,21319.42314,8914.285714,12
2017-12-01 11:20:00,17.74,66.58,0.084,469.4,105.4,28015.20913,21286.28414,8943.097239,12
2017-12-01 11:30:00,17.81,66.22,0.085,479.9,100.9,28142.96578,21485.11813,9023.769508,12
2017-12-01 11:40:00,17.99,64.42,0.083,482.9,81.9,28775.6654,21864.37558,9058.343337,12
2017-12-01 11:50:00,18.62,60.81,0.084,505.0,96.8,28739.1635,21845.96502,9110.204082,12
2017-12-01 12:00:00,18.88,59.75,0.082,542.7,126.2,28556.65399,21949.06413,9127.490996,12
2017-12-01 12:10:00,19.03,59.48,0.084,533.0,110.9,28246.38783,21831.23658,9173.589436,12
2017-12-01 12:20:00,18.96,59.78,0.08,514.8,77.0,28106.46388,21643.44891,9173.589436,12
2017-12-01 12:30:00,18.91,60.58,0.083,512.1,70.0,27771.86312,21588.21724,9127.490996,12
2017-12-01 12:40:00,18.99,60.01,0.083,506.5,62.06,27796.19772,21573.4888,9219.687875,12
2017-12-01 12:50:00,19.02,59.91,0.084,503.6,61.95,28088.21293,21661.85947,9242.737095,12
2017-12-01 13:00:00,19.2,58.91,0.083,509.2,62.69,28453.23194,21857.01135,9352.220888,12
2017-12-01 13:10:00,19.39,58.67,0.082,509.8,68.23,28702.6616,22100.03068,9478.991597,12
2017-12-01 13:20:00,19.6,58.71,0.082,516.3,74.2,28952.09125,22302.54679,9507.803121,12
2017-12-01 13:30:00,19.27,59.91,0.08,499.0,69.88,28745.24715,22298.86468,9381.032413,12
2017-12-01 13:40:00,19.16,60.74,0.082,489.3,67.41,28702.6616,22155.26235,9409.843938,12
2017-12-01 13:50:00,19.17,60.71,0.085,481.6,66.97,28520.15209,22044.79902,9306.122449,12
2017-12-01 14:00:00,19.28,58.64,0.085,474.7,67.35,28136.88213,21625.03836,9213.92557,12
2017-12-01 14:10:00,19.27,57.37,0.085,462.3,68.52,27899.61977,21521.93925,9196.638655,12
2017-12-01 14:20:00,19.39,55.8,0.086,419.3,86.7,27765.77947,21389.38325,9173.589436,12
2017-12-01 14:30:00,19.27,57.57,0.084,400.4,116.2,27419.01141,21437.25069,9213.92557,12
2017-12-01 14:40:00,19.19,58.81,0.084,346.5,153.3,27339.92395,21216.32403,9173.589436,12
2017-12-01 14:50:00,18.91,59.21,0.083,188.5,123.7,27139.1635,21223.68825,9173.589436,12
2017-12-01 15:00:00,18.86,60.34,0.083,203.2,156.3,26792.39544,21024.85425,9069.867947,12
2017-12-01 15:10:00,18.82,61.01,0.085,212.5,198.1,26926.23574,20951.21203,9006.482593,12
2017-12-01 15:20:00,18.77,60.98,0.085,156.4,155.6,26816.73004,20866.52347,8983.433373,12
2017-12-01 15:30:00,18.63,61.91,0.082,62.55,60.7,26841.06464,20660.32525,8879.711885,12
2017-12-01 15:40:00,18.56,62.18,0.082,70.6,72.9,26579.46768,20472.53759,8856.662665,12
2017-12-01 15:50:00,18.47,62.21,0.083,40.07,40.05,26439.54373,20490.94814,8896.9988,12
2017-12-01 16:00:00,18.4,62.4,0.082,50.89,51.8,26390.87452,20579.31881,8879.711885,12
2017-12-01 16:10:00,18.36,62.71,0.08,48.47,49.81,26348.28897,20859.15925,8966.146459,12
2017-12-01 16:20:00,18.45,62.61,0.081,150.7,171.5,26476.04563,20870.20558,8925.810324,12
2017-12-01 16:30:00,18.56,62.31,0.082,133.3,161.5,26853.23194,21035.90058,9110.204082,12
2017-12-01 16:40:00,18.43,62.78,0.084,134.6,155.7,27449.42966,21496.16447,9496.278511,12
2017-12-01 16:50:00,18.41,62.67,0.084,131.0,153.4,27680.60837,21974.83891,10158.94358,12
2017-12-01 17:00:00,18.3,62.94,0.085,116.6,137.2,28806.08365,22714.94323,11858.82353,12
2017-12-01 17:10:00,18.2,63.31,0.084,98.2,116.8,30351.3308,24802.70021,13207.20288,12
2017-12-01 17:20:00,18.02,64.07,0.084,69.16,84.6,33204.56274,27026.69531,14106.12245,12
2017-12-01 17:30:00,17.73,64.97,0.084,43.11,53.54,34871.48289,28319.11629,14348.13926,12
2017-12-01 17:40:00,17.47,66.01,0.085,16.06,18.0,35266.92015,28528.99662,14227.13085,12
2017-12-01 17:50:00,17.18,66.84,0.085,7.69,7.97,35333.8403,28569.49985,14526.77071,12
2017-12-01 18:00:00,16.95,67.78,0.084,4.266,4.479,35546.76806,28510.58607,14670.82833,12
2017-12-01 18:10:00,16.77,68.65,0.083,1.826,1.972,35638.02281,28470.08285,14722.68908,12
2017-12-01 18:20:00,16.56,69.68,0.084,0.424,0.493,35443.34601,28444.30807,14803.36134,12
2017-12-01 18:30:00,16.36,70.9,0.08,0.062,0.141,35565.01901,28488.4934,14930.13205,12
2017-12-01 18:40:00,16.26,71.4,0.084,0.059,0.122,35704.94297,28459.03651,14855.22209,12
2017-12-01 18:50:00,16.21,71.6,0.084,0.044,0.122,35498.09886,28407.48696,14809.12365,12
2017-12-01 19:00:00,16.09,72.2,0.082,0.044,0.1,35388.59316,28319.11629,14872.509,12
2017-12-01 19:10:00,15.98,72.4,0.08,0.018,0.182,35498.09886,28403.80485,14884.03361,12
2017-12-01 19:20:00,15.99,72.5,0.079,0.026,0.089,35504.18251,28212.33507,14901.32053,12
2017-12-01 19:30:00,15.96,72.6,0.081,0.04,0.145,35473.76426,28267.56674,14860.98439,12
2017-12-01 19:40:00,15.84,72.8,0.08,0.051,0.137,35169.58175,28249.15618,14901.32053,12
2017-12-01 19:50:00,15.65,73.5,0.084,0.08,0.093,35193.91635,28230.74563,14912.84514,12
2017-12-01 20:00:00,15.62,73.5,0.083,0.015,0.119,35023.57414,28201.28874,15005.04202,12
2017-12-01 20:10:00,15.51,73.8,0.084,0.022,0.167,35522.43346,28429.57963,15131.81273,12
2017-12-01 20:20:00,15.36,74.8,0.081,0.044,0.137,35704.94297,28429.57963,15195.19808,12
2017-12-01 20:30:00,15.28,75.6,0.082,0.059,0.119,35656.27376,28444.30807,15195.19808,12
2017-12-01 20:40:00,15.29,75.6,0.084,0.048,0.141,35443.34601,28374.34796,15149.09964,12
2017-12-01 20:50:00,15.22,75.7,0.084,0.037,0.122,35254.75285,28304.38785,15085.71429,12
2017-12-01 21:00:00,15.1,76.1,0.082,0.033,0.148,35029.65779,28179.19607,15074.18968,12
2017-12-01 21:10:00,14.94,76.8,0.086,0.048,0.152,34889.73384,28182.87818,15056.90276,12
2017-12-01 21:20:00,14.94,76.8,0.085,0.033,0.148,34871.48289,28101.87174,15074.18968,12
2017-12-01 21:30:00,15.01,76.3,0.082,0.044,0.133,34323.95437,28042.95796,14872.509,12
2017-12-01 21:40:00,15.03,76.1,0.081,0.026,0.174,33806.84411,27472.23075,14728.45138,12
2017-12-01 21:50:00,15.14,75.8,0.083,0.044,0.111,33593.91635,27026.69531,14601.68067,12
2017-12-01 22:00:00,15.07,75.6,0.086,0.044,0.115,33344.48669,26816.81497,14509.48379,12
2017-12-01 22:10:00,15.08,75.9,0.083,0.029,0.137,33009.88593,26676.89475,14325.09004,12
2017-12-01 22:20:00,15.28,75.7,0.088,0.026,0.141,32565.77947,26750.53697,14140.69628,12
2017-12-01 22:30:00,15.33,74.0,0.085,0.055,0.108,32261.59696,26323.41209,14111.88475,12
2017-12-01 22:40:00,15.17,74.0,0.087,0.033,0.159,31872.24335,25951.51887,13904.44178,12
2017-12-01 22:50:00,15.06,74.3,0.081,0.051,0.208,31026.61597,25524.39399,13581.7527,12
2017-12-01 23:00:00,15.49,73.9,0.084,0.044,0.119,30637.26236,25145.13654,13357.02281,12
2017-12-01 23:10:00,15.44,72.5,0.085,0.044,0.133,30351.3308,24732.7401,13230.2521,12
2017-12-01 23:20:00,15.46,72.3,0.085,0.037,0.178,29864.63878,24206.19822,12896.03842,12
2017-12-01 23:30:00,15.49,71.5,0.084,0.037,0.159,28994.67681,23392.45167,12567.58703,12
2017-12-01 23:40:00,15.55,71.3,0.085,0.037,0.1,28118.63118,22773.85701,12279.47179,12
2017-12-01 23:50:00,15.45,71.5,0.083,0.04,0.104,27589.35361,22221.54035,11922.20888,12
2017-12-02 00:00:00,14.97,73.8,0.084,0.059,0.122,26883.65019,21724.45535,11674.42977,12
2017-12-02 00:10:00,14.84,75.0,0.082,0.059,0.137,26244.86692,21017.49003,11455.46218,12
2017-12-02 00:20:00,15.12,73.9,0.084,0.037,0.133,25557.41445,20273.70359,11305.64226,12
2017-12-02 00:30:00,15.34,72.9,0.082,0.04,0.189,24949.04943,20119.05492,10931.09244,12
2017-12-02 00:40:00,15.78,69.62,0.082,0.029,0.215,24444.10646,19522.55293,10712.12485,12
2017-12-02 00:50:00,16.12,67.85,0.078,0.051,0.145,23987.8327,19172.75238,10631.45258,12
2017-12-02 01:00:00,16.18,64.77,0.082,0.055,0.159,23762.73764,18671.98527,10424.0096,12
2017-12-02 01:10:00,16.22,64.84,0.082,0.048,0.174,23434.22053,18012.88739,10285.71429,12
2017-12-02 01:20:00,15.93,66.21,0.082,0.055,0.108,23069.20152,17850.8745,10153.18127,12
2017-12-02 01:30:00,15.89,66.17,0.082,0.037,0.133,22856.27376,17482.66339,10014.88595,12
2017-12-02 01:40:00,16.89,61.97,0.082,0.048,0.141,22588.59316,17280.14728,9957.262905,12
2017-12-02 01:50:00,17.41,54.99,0.081,0.055,0.1,22229.65779,16926.66462,9859.303721,12
2017-12-02 02:00:00,17.38,55.66,0.08,0.029,0.119,21937.64259,16569.49985,9686.434574,12
2017-12-02 02:10:00,17.27,55.8,0.08,0.026,0.182,21773.38403,16429.57963,9588.47539,12
2017-12-02 02:20:00,16.59,61.61,0.085,0.051,0.13,21688.21293,16326.48052,9513.565426,12
2017-12-02 02:30:00,16.15,62.84,0.085,0.029,0.163,21396.19772,16024.54741,9507.803121,12
2017-12-02 02:40:00,16.1,63.47,0.084,0.044,0.137,21523.95437,15917.76619,9404.081633,12
2017-12-02 02:50:00,16.18,63.57,0.088,0.04,0.159,21323.19392,15822.0313,9340.696279,12
2017-12-02 03:00:00,16.18,63.94,0.087,0.033,0.126,21329.27757,15660.01841,9248.4994,12
2017-12-02 03:10:00,16.29,63.77,0.087,0.04,0.178,21359.69582,15380.17797,9236.97479,12
2017-12-02 03:20:00,16.22,65.14,0.084,0.044,0.159,21250.19011,15420.68119,9236.97479,12
2017-12-02 03:30:00,15.89,69.48,0.084,0.059,0.189,21158.93536,15324.9463,9208.163265,12
2017-12-02 03:40:00,15.44,72.7,0.082,0.055,0.13,21146.76806,15302.85364,9202.40096,12
2017-12-02 03:50:00,15.2,74.7,0.081,0.055,0.13,21092.01521,15302.85364,9173.589436,12
2017-12-02 04:00:00,14.99,75.4,0.083,0.04,0.156,20982.50951,15354.40319,9133.253301,12
2017-12-02 04:10:00,15.05,75.5,0.088,0.029,0.204,20812.1673,15387.54219,9127.490996,12
2017-12-02 04:20:00,15.36,74.1,0.089,0.026,0.152,20720.91255,15383.86008,9092.917167,12
2017-12-02 04:30:00,15.8,70.3,0.087,0.026,0.156,20818.25095,15450.13808,9075.630252,12
2017-12-02 04:40:00,15.82,66.98,0.082,0.026,0.174,20848.6692,15387.54219,9115.966387,12
2017-12-02 04:50:00,15.79,67.01,0.086,0.022,0.141,20933.8403,15461.18441,9150.540216,12
2017-12-02 05:00:00,15.65,66.12,0.086,0.033,0.156,20976.42586,15648.97208,9190.876351,12
2017-12-02 05:10:00,15.69,64.91,0.082,0.051,0.189,21098.09886,15921.4483,9213.92557,12
2017-12-02 05:20:00,15.54,65.15,0.085,0.033,0.141,21085.93156,15884.62719,9231.212485,12
2017-12-02 05:30:00,14.58,69.22,0.086,0.033,0.226,21311.02662,16120.2823,9565.42617,12
2017-12-02 05:40:00,15.12,68.88,0.079,0.055,0.126,21913.30798,16444.30807,9605.762305,12
2017-12-02 05:50:00,15.48,64.28,0.081,0.044,0.171,21767.30038,16208.65296,9496.278511,12
2017-12-02 06:00:00,15.56,63.51,0.083,0.073,0.082,21085.93156,16028.22952,9352.220888,12
2017-12-02 06:10:00,15.71,61.27,0.087,0.048,0.137,21536.12167,16068.73274,9075.630252,12
2017-12-02 06:20:00,15.38,63.24,0.085,0.044,0.182,21420.53232,16046.64007,8931.572629,12
2017-12-02 06:30:00,15.35,63.88,0.085,0.04,0.1,20733.07985,15391.2243,8603.121248,12
2017-12-02 06:40:00,15.54,61.71,0.081,0.055,0.115,20234.22053,14754.21909,8153.661465,12
2017-12-02 06:50:00,15.39,62.94,0.079,0.051,0.159,19060.07605,14139.30654,7485.234094,12
2017-12-02 07:00:00,15.55,62.84,0.088,0.033,0.122,18749.80989,13811.59865,6626.65066,12
2017-12-02 07:10:00,15.53,64.08,0.087,0.062,0.1,18232.69962,13060.44799,6182.953181,12
2017-12-02 07:20:00,15.51,64.38,0.085,0.048,0.133,18202.28137,13019.94477,6044.657863,12
2017-12-02 07:30:00,15.73,64.21,0.084,0.044,0.152,18573.38403,13082.54066,6061.944778,12
2017-12-02 07:40:00,15.62,65.22,0.083,0.07,0.145,18688.97338,13321.87788,6108.043217,12
2017-12-02 07:50:00,15.45,67.69,0.083,0.128,0.189,19200.0,13458.11599,6119.567827,12
2017-12-02 08:00:00,15.73,65.58,0.082,0.483,0.604,19777.94677,13995.7042,6275.15006,12
2017-12-02 08:10:00,15.74,65.05,0.075,1.504,1.479,20057.79468,14478.06075,6459.543818,12
2017-12-02 08:20:00,15.93,63.48,0.081,2.956,2.959,20386.31179,14875.72875,6569.027611,12
2017-12-02 08:30:00,16.21,62.05,0.081,7.35,7.59,21110.26616,15140.84075,6678.511405,12
2017-12-02 08:40:00,16.36,60.48,0.084,16.39,16.49,21633.46008,15711.56797,6880.192077,12
2017-12-02 08:50:00,15.75,66.55,0.072,22.62,22.81,21943.72624,16068.73274,7035.77431,12
2017-12-02 09:00:00,15.38,67.15,0.071,24.1,23.84,22527.75665,16558.45351,7266.266507,12
2017-12-02 09:10:00,15.53,67.25,0.072,54.52,54.82,23312.54753,17298.55784,7496.758703,12
2017-12-02 09:20:00,15.56,67.65,0.085,82.2,77.5,24121.673,17663.08684,7704.201681,12
2017-12-02 09:30:00,15.56,69.63,0.089,234.4,106.6,24663.11787,18141.76128,7865.546218,12
2017-12-02 09:40:00,15.72,69.86,0.088,297.4,137.5,24918.63118,18892.91194,7992.316927,12
2017-12-02 09:50:00,16.48,68.89,0.085,276.7,88.7,25825.09506,19485.73182,8199.759904,12
2017-12-02 10:00:00,17.08,62.81,0.083,281.4,61.72,26676.80608,19876.03559,8297.719088,12
2017-12-02 10:10:00,17.29,59.11,0.08,299.3,54.14,26853.23194,20347.34581,8626.170468,12
2017-12-02 10:20:00,17.39,57.54,0.085,319.6,55.19,27327.75665,20634.55048,8810.564226,12
2017-12-02 10:30:00,17.47,58.31,0.083,342.6,62.56,27607.60456,20866.52347,8856.662665,12
2017-12-02 10:40:00,17.54,56.77,0.085,360.5,65.27,27899.61977,21382.01902,9023.769508,12
2017-12-02 10:50:00,17.67,56.94,0.084,379.5,65.06,28635.74144,21610.30991,9029.531813,12
2017-12-02 11:00:00,17.81,57.68,0.086,402.6,71.4,28939.92395,22052.16324,9110.204082,12
2017-12-02 11:10:00,17.93,56.64,0.086,424.1,73.0,29183.26996,22357.77846,9127.490996,12
2017-12-02 11:20:00,18.1,56.24,0.084,439.6,71.2,29280.60837,22379.87113,9179.351741,12
2017-12-02 11:30:00,18.3,56.14,0.085,474.3,89.0,29925.47529,22494.01657,9213.92557,12
2017-12-02 11:40:00,18.31,56.24,0.087,483.6,88.0,29882.88973,22431.42068,9242.737095,12
2017-12-02 11:50:00,18.32,56.04,0.086,496.5,89.4,30059.31559,22343.05002,9288.835534,12
2017-12-02 12:00:00,18.42,54.87,0.085,520.6,102.8,30107.98479,22512.42712,9346.458583,12
2017-12-02 12:10:00,18.49,54.07,0.087,414.2,175.1,30205.32319,22748.08223,9507.803121,12
2017-12-02 12:20:00,18.1,55.37,0.086,213.7,197.4,30180.98859,22803.3139,9513.565426,12
2017-12-02 12:30:00,18.02,57.48,0.086,184.8,186.9,29949.80989,22917.45934,9542.376951,12
2017-12-02 12:40:00,17.65,58.64,0.082,136.1,138.6,29767.30038,22899.04879,9617.286915,12
2017-12-02 12:50:00,17.22,61.28,0.081,63.16,63.67,29870.72243,23024.24056,9582.713085,12
2017-12-02 13:00:00,16.38,65.92,0.082,178.3,182.7,29992.39544,22865.90979,9623.04922,12
2017-12-02 13:10:00,16.26,66.32,0.082,314.1,251.0,30028.89734,22847.49923,9559.663866,12
2017-12-02 13:20:00,16.52,68.16,0.084,250.9,225.8,29980.22814,22563.97668,9611.52461,12
2017-12-02 13:30:00,16.77,67.36,0.081,175.7,177.8,30241.8251,22405.6459,9623.04922,12
2017-12-02 13:40:00,16.98,63.85,0.083,134.5,136.7,29834.22053,22538.2019,9715.246098,12
2017-12-02 13:50:00,16.75,65.82,0.085,62.69,62.66,29171.10266,22571.3409,9651.860744,12
2017-12-02 14:00:00,15.58,69.93,0.081,238.1,175.2,29530.03802,22725.98957,9657.623049,12
2017-12-02 14:10:00,15.93,69.99,0.082,682.2,262.4,29584.79087,22659.71157,9594.237695,12
2017-12-02 14:20:00,16.87,65.12,0.082,629.1,224.0,29536.12167,22619.20835,9692.196879,12
2017-12-02 14:30:00,17.13,60.95,0.08,349.5,209.4,29183.26996,22475.60601,9721.008403,12
2017-12-02 14:40:00,17.02,61.01,0.084,159.0,127.0,28921.673,22497.69868,9628.811525,12
2017-12-02 14:50:00,16.88,61.81,0.08,99.5,99.5,28800.0,22475.60601,9571.188475,12
2017-12-02 15:00:00,16.83,62.88,0.085,259.3,173.2,28459.31559,22390.91746,9513.565426,12
2017-12-02 15:10:00,17.02,62.55,0.081,109.5,104.4,28611.40684,22497.69868,9478.991597,12
2017-12-02 15:20:00,16.88,61.41,0.081,92.0,90.1,28574.90494,22346.73213,9519.327731,12
2017-12-02 15:30:00,16.93,62.48,0.078,81.7,82.0,28380.22814,22081.62013,9444.417767,12
2017-12-02 15:40:00,16.68,64.92,0.079,111.2,112.4,28349.80989,22184.71924,9450.180072,12
2017-12-02 15:50:00,16.39,65.12,0.079,115.9,119.4,28428.89734,22136.8518,9461.704682,12
2017-12-02 16:00:00,16.35,63.62,0.079,81.8,84.7,27863.11787,22188.40135,9438.655462,12
2017-12-02 16:10:00,16.32,63.95,0.081,61.64,64.03,27960.45627,22107.39491,9432.893157,12
2017-12-02 16:20:00,16.42,64.55,0.08,51.22,51.97,28185.55133,22118.44124,9438.655462,12
2017-12-02 16:30:00,16.49,64.08,0.082,58.28,62.97,28465.39924,22453.51335,9928.451381,12
2017-12-02 16:40:00,16.53,63.65,0.083,29.95,28.79,29000.76046,22678.12212,10412.48499,12
2017-12-02 16:50:00,16.6,62.42,0.082,44.43,47.66,29031.17871,23138.38601,11034.81393,12
2017-12-02 17:00:00,16.64,62.68,0.082,96.4,115.3,29560.45627,23977.90733,12740.45618,12
2017-12-02 17:10:00,17.0,57.68,0.082,108.9,133.0,31659.31559,25866.83032,14163.7455,12
2017-12-02 17:20:00,16.96,57.71,0.079,78.4,97.4,34786.31179,28227.06352,15051.14046,12
2017-12-02 17:30:00,16.65,58.48,0.084,30.42,34.81,36520.15209,29810.37128,15454.5018,12
2017-12-02 17:40:00,16.51,59.28,0.084,18.6,19.33,36678.327,29957.65572,15523.64946,12
2017-12-02 17:50:00,16.22,60.44,0.082,11.26,11.29,36848.6692,30079.16539,15708.04322,12
2017-12-02 18:00:00,16.2,59.95,0.08,5.389,5.606,37201.52091,30060.75483,15973.10924,12
2017-12-02 18:10:00,16.12,60.05,0.084,1.431,1.513,37098.09886,29861.92083,16140.21609,12
2017-12-02 18:20:00,16.13,60.11,0.082,0.296,0.234,37055.51331,29872.96717,16215.12605,12
2017-12-02 18:30:00,16.39,57.81,0.083,0.073,0.126,37043.34601,29865.60295,16307.32293,12
2017-12-02 18:40:00,16.43,56.87,0.085,0.048,0.137,36891.25475,29766.18595,16347.65906,12
2017-12-02 18:50:00,16.32,58.34,0.081,0.051,0.096,36812.1673,29817.7355,16341.89676,12
2017-12-02 19:00:00,16.3,59.41,0.077,0.066,0.1,37012.92776,29821.41761,16255.46218,12
2017-12-02 19:10:00,15.97,62.12,0.082,0.055,0.156,36958.1749,29825.09972,16313.08523,12
2017-12-02 19:20:00,15.85,61.92,0.081,0.048,0.122,37165.01901,29913.47039,16284.27371,12
